;;;;;;;;;;
3D0;6;0;40;8;0;0;6B;;;
540;8;20;0;FF;0;FF;0;20;0;
D0;6;BC;20;E;8;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;B;
280;8;9;0;0;0;0;0;D;0;
320;8;0;2;B;1;0;B;0;80;
D0;6;A5;30;7;8;1A;80;;;
2A0;8;0;0;0;0;0;0;C0;C0;
1A0;8;0;0;0;0;0;FE;0;C;
50;4;0;E0;30;D0;;;;;
729;7;4;3;1;0;0;0;0;;
D0;6;D4;40;2;C;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;D0;D0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;CA;50;C;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;E;
420;8;2;88;8B;0;8;64;0;4;
380;8;0;71;0;0;0;0;FE;19;
D0;6;E4;60;12;C;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;F0;F0;
280;8;9;0;0;0;0;0;D;0;
540;8;70;0;FF;0;FF;0;20;0;
D0;6;F5;70;13;C;1A;80;;;
2A0;8;0;0;0;0;0;0;0;0;
1A0;8;0;0;0;0;0;FE;0;0;
50;4;0;E0;50;B0;;;;;
520;8;55;C4;2;7D;12;8D;E;0;
D0;6;4;80;12;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;1;
280;8;9;0;0;0;0;0;D;0;
488;8;79;0;0;80;A6;0;FF;A0;
D0;6;8;90;E;C;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
2A0;8;0;0;0;0;0;0;20;20;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;3A;A0;C;C;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D7;0;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;20;0;1;0;2B;
D0;6;2B;B0;D;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;4;
5D0;8;85;2;50;2F;0;59;C0;0;
380;8;0;71;0;0;0;0;FE;19;
D0;6;45;C0;13;C;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;5;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;59;D0;1F;C;1A;80;;;
2A0;8;0;0;0;0;0;0;60;60;
1A0;8;0;0;0;0;0;FE;0;6;
280;8;9;0;0;0;0;0;D;0;
4A8;8;FE;7F;0;20;0;0;30;91;
480;8;A;24;0;0;C;80;0;A2;
35F;8;0;0;0;0;0;0;0;0;
280;8;9;0;0;0;0;0;D;0;
3A0;8;3;4;0;8;0;0;0;F;
D0;6;5B;F0;3D;C;1A;80;;;
570;5;7;0;91;5;0;;;;
5DC;8;6D;0;A0;1;8;0;0;40;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;DF;0;49;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;90;90;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
58F;8;0;F0;FF;7F;0;0;91;B;
2A0;8;0;0;0;0;0;0;A0;A0;
1A0;8;0;0;0;0;0;FE;0;A;
380;8;0;71;0;0;0;0;FE;19;
D0;6;FF;20;49;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;B;
280;8;9;0;0;0;0;0;D;0;
3A0;8;1;6;0;8;0;0;0;F;
D0;6;9B;30;3D;C;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
721;7;4;3;1;1;0;0;0;;
50;4;0;E0;B0;50;;;;;
4A8;8;FE;7F;0;20;0;0;60;C1;
D0;6;E4;40;32;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D7;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;ED;50;2B;C;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;Luces
5D0;8;85;2;50;2F;0;59;C0;0;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;DD;60;2B;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;F;
280;8;9;0;0;0;0;0;D;0;
540;8;70;0;FF;0;FF;0;20;0;
D0;6;D5;70;33;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;0;
3D0;6;0;40;8;0;0;6B;;;
280;8;9;0;0;0;0;0;D;0;
729;7;4;3;1;0;0;0;0;;
288;8;43;9A;0;0;0;5D;8A;0;
1A0;8;0;0;0;0;0;FE;0;1;
2A0;8;0;0;0;0;0;0;10;10;
540;8;90;0;FF;0;FF;0;20;0;
D0;6;4F;90;49;C;1A;80;;;
570;5;7;0;91;5;0;;;;
420;8;2;88;8A;0;8;64;0;4;
3D0;6;0;40;8;0;0;6B;;;
4A8;8;FE;7F;0;20;0;0;90;31;
D0;6;67;A0;51;C;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
2A0;8;0;0;0;0;0;0;30;30;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;A0;0;1;0;2B;
D0;6;75;B0;53;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;4;
3D0;6;0;40;8;0;0;6B;;;
488;8;9;0;0;80;A6;0;FF;D0;
D0;6;18;C0;4;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;5;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;7;D0;41;C;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
2A0;8;0;0;0;0;0;0;60;60;
50;4;0;E0;0;E0;;;;;
58C;8;90;E0;0;0;19;0;0;2;
D0;6;58;E0;2;C;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D7;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;7;F0;18;C;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
5D0;8;85;2;50;2F;0;59;C0;0;
3D0;6;0;40;8;0;0;6B;;;
4A8;8;FE;7F;0;20;0;0;C0;61;
D0;6;90;0;6;C;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;9;
280;8;9;0;0;0;0;0;D;0;
5F3;8;0;0;CC;1;0;0;0;0;
D0;6;85;10;7;8;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;A;
3D0;6;0;40;8;0;0;6B;;;
488;8;16;0;0;80;A6;0;0;30;
D0;6;BC;20;E;8;1A;80;;;
588;8;0;3C;80;0;0;10;0;0;
35F;8;0;0;0;0;0;0;0;0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;AE;30;C;8;1A;80;;;
570;5;7;0;91;5;0;;;;
5DC;8;6D;0;A0;1;8;0;0;40;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;D0;40;2;8;1A;80;;;
588;8;0;3B;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;D0;D0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;C8;50;E;C;1A;80;;;
2A0;8;0;0;0;0;0;0;E0;E0;
1A0;8;0;0;0;0;0;FE;0;E;
50;4;0;E0;40;A0;;;;;
320;8;0;2;B;1;0;9;0;80;
D0;6;D7;60;21;C;1A;80;;;
588;8;0;3C;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;F;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;0;0;1;0;2B;
D0;6;D7;70;31;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;0;
3D0;6;0;40;8;0;0;6B;;;
488;8;49;0;0;80;A6;0;FF;90;
D0;6;2D;80;3B;C;1A;80;;;
588;8;0;3C;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D6;0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;3D;90;3B;C;1A;80;;;
2A0;8;0;0;0;0;0;0;20;20;
5D0;8;85;2;50;2F;0;59;C0;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;4;A0;32;C;1A;80;;;
48A;8;F2;0;0;0;0;2;0;F0;
1A0;8;0;0;0;0;0;FE;0;3;
280;8;9;0;0;0;0;0;D;0;
3A0;8;5;2;0;8;0;0;0;F;
D0;6;2;B0;24;C;1A;80;;;
2A0;8;0;0;0;0;0;0;40;40;
1A0;8;0;0;0;0;0;FE;0;4;
3D0;6;0;40;8;0;0;6B;;;
729;7;4;3;1;0;0;0;0;;
D0;6;4A;C0;1C;C;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;50;50;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;53;D0;15;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;6;
7D0;8;66;8D;E;50;70;10;AF;E;
380;8;0;71;0;0;0;0;FE;19;
D0;6;6D;E0;1B;C;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;70;70;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;40;0;1;0;2B;
D0;6;41;F0;27;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;8;
3D0;6;0;40;8;0;0;6B;;;
280;8;9;0;0;0;0;0;D;0;
520;8;20;41;2;7D;12;8D;E;0;
480;8;A;24;0;0;C;80;0;A2;
1A0;8;0;0;0;0;0;FE;0;9;
280;8;9;0;0;0;0;0;D;0;
3A0;8;2;5;0;8;0;0;0;F;
D0;6;C7;10;41;C;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
2A0;8;0;0;0;0;0;0;A0;A0;
50;4;0;E0;A0;40;;;;;
58C;8;90;E0;0;0;19;0;0;2;
D0;6;F1;20;47;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D6;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;E2;30;44;C;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
5D0;8;85;2;50;2F;0;59;C0;0;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;E3;40;35;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;D;
280;8;9;0;0;0;0;0;D;0;
320;8;0;2;B;1;0;F;0;80;
D0;6;E4;50;22;C;1A;80;;;
2A0;8;0;0;0;0;0;0;E0;E0;
1A0;8;0;0;0;0;0;FE;0;E;
280;8;9;0;0;0;0;0;D;0;
D0;6;F8;60;E;C;1A;80;;;
48A;8;52;0;0;0;0;2;0;50;
2A0;8;0;0;0;0;0;0;F0;F0;
35F;8;0;0;0;0;0;0;0;0;
488;8;59;0;0;80;A6;0;FF;80;
D0;6;E2;70;0;8;1A;80;;;
570;5;7;0;91;5;0;;;;
5DC;8;6D;0;A0;1;8;0;0;40;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;17;80;5;8;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;10;10;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;3;90;1;8;1A;80;;;
2A0;8;0;0;0;0;0;0;20;20;
1A0;8;0;0;0;0;0;FE;0;2;
50;4;0;E0;E0;0;;;;;
320;8;0;2;B;1;0;1;0;80;
D0;6;3;A0;8;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;3;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;A0;0;1;0;2B;
D0;6;33;B0;15;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;4;
3D0;6;0;40;8;0;0;6B;;;
380;8;0;71;0;0;0;0;FE;19;
D0;6;77;C0;21;C;1A;80;;;
48A;8;82;0;0;0;0;2;0;80;
5D2;8;0;FF;FF;FF;FF;39;42;57;
621;8;20;7D;12;B;2;64;D6;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;6C;D0;2A;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;6;
3D0;6;0;40;8;0;0;6B;;;
380;8;0;71;0;0;0;0;FE;19;
D0;6;59;E0;2F;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;7;
280;8;9;0;0;0;0;0;D;0;
3A0;8;B;C;0;8;0;0;0;F;
D0;6;4B;F0;2D;C;1A;80;;;
2A0;8;0;0;0;0;0;0;80;80;
1A0;8;0;0;0;0;0;FE;0;8;
50;4;0;E0;10;F0;;;;;
729;7;4;3;1;0;0;0;0;;
D0;6;B0;0;26;C;1A;80;;;
588;8;0;40;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;90;90;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;9A;10;1C;C;1A;80;;;
570;5;7;0;91;5;0;;;;
420;8;2;88;8A;0;8;64;0;4;
3D0;6;0;40;8;0;0;6B;;;
4A8;8;FE;7F;0;20;0;0;D0;71;
D0;6;B9;20;F;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;B;
2A0;8;0;0;0;0;0;0;B0;B0;
280;8;9;0;0;0;0;0;D;0;
D0;6;A3;30;5;C;1A;80;;;
58F;8;0;F0;FF;7F;0;0;91;18;
1A0;8;0;0;0;0;0;FE;0;C;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;D2;40;0;8;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;D;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;C0;50;2;8;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
2A0;8;0;0;0;0;0;0;E0;E0;
50;4;0;E0;40;A0;;;;;
58C;8;90;E0;0;0;19;0;0;2;
D0;6;F3;60;1;8;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D6;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;E2;70;0;8;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
5D0;8;85;2;50;2F;0;59;C0;0;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;14;80;2;C;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;1;
280;8;9;0;0;0;0;0;D;0;
320;8;0;2;B;1;0;7;0;80;
D0;6;3;90;5;C;1A;80;;;
2A0;8;0;0;0;0;0;0;20;20;
1A0;8;0;0;0;0;0;FE;0;2;
280;8;9;0;0;0;0;0;D;0;
4A8;8;FE;7F;0;20;0;0;10;B1;
288;8;11;9A;0;0;0;5D;8A;0;
35F;8;0;0;0;0;0;0;0;0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;21;B0;7;C;1A;80;;;
570;5;7;0;90;5;0;;;;
60;2;0;0;;;;;;;
3D0;6;0;40;8;0;0;6B;;;
50;4;0;E0;70;90;;;;;
4A8;8;FE;7F;0;20;0;0;20;81;
D0;6;51;C0;7;C;1A;80;;;
588;8;0;3B;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;50;50;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;43;D0;5;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;6;
3D0;6;0;40;8;0;0;6B;;;
380;8;0;71;0;0;0;0;FE;19;
D0;6;72;E0;0;8;1A;80;;;
588;8;0;3C;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;7;
280;8;9;0;0;0;0;0;D;0;
540;8;F0;0;FF;0;FF;0;20;0;
D0;6;64;F0;6;8;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
721;7;4;3;1;1;0;0;0;;
50;4;0;E0;90;70;;;;;
540;8;0;0;FF;0;FF;0;20;0;
D0;6;9F;0;D;8;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D6;0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;91;10;13;8;1A;80;;;
2A0;8;0;0;0;0;0;0;A0;A0;
5D0;8;85;2;50;2F;0;59;C0;0;
380;8;0;71;0;0;0;0;FE;19;
D0;6;A4;20;16;8;1A;80;;;
588;8;0;3D;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;B;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;60;0;1;0;2B;
D0;6;B5;30;17;8;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;C;
3D0;6;0;40;8;0;0;6B;;;
280;8;9;0;0;0;0;0;D;0;
729;7;4;3;1;0;0;0;0;;
288;8;43;9A;0;0;0;5D;8A;0;
1A0;8;0;0;0;0;0;FE;0;D;
2A0;8;0;0;0;0;0;0;D0;D0;
540;8;50;0;FF;0;FF;0;20;0;
D0;6;D1;50;13;8;1A;80;;;
570;5;7;0;91;5;0;;;;
629;8;FE;2F;64;40;8D;E;40;FE;
3D0;6;0;40;8;0;0;6B;;;
4A8;8;FE;7F;0;20;0;0;70;D1;
D0;6;E2;60;10;8;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;F;
2A0;8;0;0;0;0;0;0;F0;F0;
280;8;9;0;0;0;0;0;D;0;
D0;6;EF;70;D;8;1A;80;;;
2A0;8;0;0;0;0;0;0;0;0;
1A0;8;0;0;0;0;0;FE;0;0;
3D0;6;0;40;8;0;0;6B;;;
488;8;49;0;0;80;A6;0;FF;90;
62B;8;89;20;3;40;D;0;11;40;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;1;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;8;90;A;8;1A;80;;;
2A0;8;0;0;0;0;0;0;20;20;
1A0;8;0;0;0;0;0;FE;0;2;
280;8;9;0;0;0;0;0;D;0;
D0;6;3;A0;C;8;1A;80;;;
480;8;93;24;0;0;C;80;0;3B;
1A0;8;0;0;0;0;0;FE;0;3;
62D;8;90;20;AB;42;BD;3;2B;40;
488;8;19;0;0;80;A6;0;FF;C0;
D0;6;2C;B0;E;8;1A;80;;;
2A0;8;0;0;0;0;0;0;40;40;
5D0;8;85;2;50;2F;0;59;C0;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;5D;C0;F;8;1A;80;;;
48A;8;82;0;0;0;0;2;0;80;
1A0;8;0;0;0;0;0;FE;0;5;
280;8;9;0;0;0;0;0;D;0;
5A0;8;7F;0;0;B0;0;1;0;2B;
D0;6;4C;D0;E;8;1A;80;;;
2A0;8;0;0;0;0;0;0;60;60;
1A0;8;0;0;0;0;0;FE;0;6;
50;4;0;E0;0;E0;;;;;
4A8;8;FE;7F;0;20;0;0;B0;11;
D0;6;7;E0;C;8;1A;80;;;
728;7;4;A;1;0;0;0;0;;
35F;8;0;0;0;0;0;0;0;0;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;6A;F0;8;8;1A;80;;;
570;5;7;0;91;5;0;;;;
64F;8;3C;0;0;0;0;0;0;0;
3D0;6;0;40;8;0;0;6B;;;
4A8;8;FE;7F;0;20;0;0;C0;61;
D0;6;91;0;3;8;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
2A0;8;0;0;0;0;0;0;90;90;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;84;10;2;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;A;
3D0;6;0;40;8;0;0;6B;;;
380;8;0;71;0;0;0;0;FE;19;
320;8;0;2;B;1;0;1;0;80;
48A;8;B2;0;0;0;0;2;0;B0;
1A0;8;0;0;0;0;0;FE;0;B;
280;8;9;0;0;0;0;0;D;0;
540;8;30;0;FF;0;FF;0;20;0;
D0;6;AB;30;D;C;1A;80;;;
390;8;0;0;40;0;0;0;0;0;
721;7;4;3;1;1;0;0;0;;
50;4;0;E0;30;D0;;;;;
4A8;8;FE;7F;0;20;0;0;E0;41;
D0;6;C5;40;13;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
621;8;20;7D;12;B;2;64;D6;0;
280;8;9;0;0;0;0;0;D;0;
D0;6;DC;50;1A;C;1A;80;;;
470;8;80;0;0;0;0;0;0;1F;
5D0;8;85;2;50;2F;0;59;C0;0;
3D0;6;0;40;8;0;0;6B;;;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;D6;60;20;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;F;
280;8;9;0;0;0;0;0;D;0;
320;8;0;2;B;1;0;3;0;80;
D0;6;C0;70;26;C;1A;80;;;
2A0;8;0;0;0;0;0;0;0;0;
1A0;8;0;0;0;0;0;FE;0;0;
50;4;0;E0;50;B0;;;;;
729;7;4;3;1;0;0;0;0;;
D0;6;3B;80;2D;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
2A0;8;0;0;0;0;0;0;10;10;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;2B;90;2D;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;2;
3D0;6;0;40;8;0;0;6B;;;
488;8;69;0;0;80;A6;0;FF;B0;
D0;6;18;A0;2;C;1A;80;;;
588;8;0;3F;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;3;
280;8;9;0;0;0;0;0;D;0;
3A0;8;5;2;0;8;0;0;0;F;
D0;6;16;B0;30;C;1A;80;;;
2A0;8;0;0;0;0;0;0;40;40;
1A0;8;0;0;0;0;0;FE;0;4;
50;4;0;E0;70;90;;;;;
723;7;4;3;1;0;0;0;0;;
D0;6;64;C0;32;C;1A;80;;;
588;8;0;3;80;0;0;10;0;0;
1A0;8;0;0;0;0;0;FE;0;5;
280;8;9;0;0;0;0;0;D;0;
4A0;8;0;0;0;0;0;0;0;0;
D0;6;73;D0;35;C;1A;80;;;
1A0;8;0;0;0;0;0;FE;0;6;
2A0;8;0;0;0;0;0;0;60;60;
280;8;9;0;0;0;0;0;D;0;
